dataset,pair_index,left_index,right_index,component_id,component_split,is_sentinel,potency_difference,mcs_atoms,match,rationale_left,rationale_right,rationale_valid,rationale_failure_reason
CHEMBL219_Ki,455,451,483,49,test,True,2.787911087672799,24.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 13], [13, 14], [14, 19], [15, 18], [16, 17], [17, 16], [18, 15], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24]]","[10, 11, 12, 13, 19, 20]","[10, 11, 12, 13, 14, 20, 21]",True,
CHEMBL219_Ki,456,453,471,52,test,True,1.439332693830262,21.0,"[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22]]","[0, 1, 2, 8, 9, 10, 11, 12, 15, 16, 17, 22]","[0, 1, 2, 8, 9, 10, 11, 12, 15, 16, 17, 22]",True,
CHEMBL219_Ki,460,459,466,47,test,True,3.508155488459632,22.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22]]","[7, 12, 13, 14, 15, 16, 20]","[7, 12, 13, 14, 15, 16, 20]",True,
CHEMBL219_Ki,461,460,550,53,test,True,1.2290273342434794,23.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [12, 12], [13, 13], [14, 19], [15, 18], [16, 16], [17, 17], [18, 15], [19, 14], [22, 22], [23, 23], [24, 24], [25, 25]]","[9, 10, 11, 12, 13, 20, 21]","[9, 10, 11, 12, 13, 20, 21]",True,
CHEMBL219_Ki,540,533,540,58,test,True,1.5642714304385628,28.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [11, 14], [12, 15], [13, 16], [14, 17], [15, 18], [16, 19], [17, 20], [18, 21], [19, 22], [20, 23], [21, 24], [22, 25], [23, 26], [24, 27], [25, 28], [26, 29], [27, 30], [28, 31], [29, 32]]","[6, 8, 9, 10]","[6, 8, 9, 10, 11, 12, 13]",True,
CHEMBL219_Ki,552,582,619,56,test,True,1.374458912822515,29.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [20, 17], [21, 16], [22, 15], [23, 20], [24, 19], [25, 18], [28, 21], [29, 22], [30, 23], [31, 24], [32, 25], [33, 26], [34, 27], [35, 28]]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 25, 26, 27, 28]","[13, 14, 15, 16, 20, 21]",True,
CHEMBL219_Ki,554,584,698,62,calibration,True,1.511883360978875,14.0,"[[0, 12], [1, 13], [2, 14], [3, 15], [4, 5], [5, 6], [6, 20], [7, 19], [8, 18], [9, 7], [21, 8], [22, 9], [23, 16], [24, 17]]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23]",True,
CHEMBL219_Ki,592,640,651,63,calibration,True,2.903089986991944,26.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [22, 21], [23, 20], [24, 25], [25, 24], [26, 23], [27, 22], [28, 26], [29, 27], [30, 28]]","[7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 26, 27]","[7, 9, 10, 11, 15, 16, 17, 18, 19, 20, 21, 24, 25]",True,
CHEMBL219_Ki,653,663,1229,64,test,True,1.8123268683945035,28.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [24, 24], [25, 32], [26, 31], [27, 27], [28, 26], [29, 25]]","[1, 21, 22, 23, 24, 25, 28, 29, 30]","[1, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",True,
CHEMBL219_Ki,695,743,1193,68,calibration,True,1.9978038158918163,26.0,"[[0, 0], [1, 1], [4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 25], [23, 24], [24, 22], [25, 23], [26, 21], [27, 20]]","[0, 1, 2, 3, 4, 5, 21]","[0, 1, 2, 3, 19]",True,
CHEMBL219_Ki,699,764,766,70,calibration,True,1.700016024969714,25.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 25], [23, 24], [24, 23], [25, 22], [26, 21], [27, 26], [28, 15]]","[11, 12, 13, 14, 15, 16, 17, 18, 27, 28]","[11, 12, 13, 14, 15, 16, 17, 26]",True,
CHEMBL219_Ki,701,772,789,71,test,True,2.23743504223894,26.0,"[[2, 6], [3, 1], [4, 2], [5, 3], [6, 4], [7, 5], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 26], [16, 25], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 15], [27, 14]]","[0, 1, 2, 3, 7]","[0, 1, 2, 6]",True,
CHEMBL219_Ki,705,773,820,59,calibration,True,2.2405492482825995,22.0,"[[4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [11, 10], [12, 11], [13, 12], [14, 25], [15, 24], [16, 15], [17, 16], [18, 17], [19, 23], [20, 22], [21, 20], [22, 21], [23, 19], [24, 18], [25, 14], [26, 13]]","[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12]","[0, 1, 2, 3, 4, 7, 8, 9, 10, 11]",True,
CHEMBL219_Ki,755,861,1168,74,calibration,True,1.487340419901348,29.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [21, 27], [22, 26], [23, 24], [24, 25], [25, 23], [26, 22], [27, 28], [29, 30], [30, 31]]","[17, 19, 20, 21, 22, 26, 27, 28]","[12, 13, 14, 15, 18, 20, 21, 22, 23, 27, 28, 29]",True,
CHEMBL219_Ki,817,1054,1236,77,test,True,2.575923175803572,19.0,"[[0, 15], [1, 14], [2, 16], [3, 17], [4, 11], [5, 12], [6, 13], [8, 18], [9, 19], [10, 1], [11, 2], [12, 3], [13, 4], [14, 5], [15, 6], [16, 7], [17, 8], [18, 9], [19, 10]]","[4, 5, 6, 7, 8, 9]","[0, 1, 2, 11, 16, 17, 18, 19]",True,
CHEMBL219_Ki,823,1070,1082,84,calibration,True,1.0211892990699385,28.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 24], [17, 23], [18, 22], [19, 21], [20, 20], [21, 19], [22, 18], [23, 17], [24, 16], [25, 25], [26, 26], [27, 27]]","[17, 18, 19, 22, 23, 24]","[15, 18, 19, 20, 23, 24]",True,
CHEMBL219_Ki,845,1117,1134,85,test,True,2.2518629136403776,23.0,"[[1, 0], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23]]","[0, 1, 2, 5, 6, 7, 8]","[4, 5, 6, 7]",True,
CHEMBL219_Ki,850,1119,1124,86,test,True,1.1067807670343512,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26]]","[1, 3, 4, 5, 6, 13, 27]","[1, 3, 4, 5, 12, 26]",True,
CHEMBL219_Ki,856,1144,1145,87,test,True,1.1691423991003536,20.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [16, 16], [17, 17], [20, 19], [21, 20], [22, 21]]","[12, 14, 15, 16, 17, 18, 19, 20]","[12, 14, 15, 16, 17, 18, 19]",True,
CHEMBL219_Ki,866,1210,1212,91,calibration,True,1.903089986991944,26.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25]]","[19, 20, 21, 22]",[],True,
CHEMBL219_Ki,867,1235,1240,76,test,True,2.1849398942668463,19.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [14, 14], [15, 19], [16, 18], [17, 17], [18, 16], [19, 15], [20, 12]]","[5, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20]","[5, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20]",True,
CHEMBL219_Ki,869,1243,1253,93,calibration,True,1.5999712577322454,18.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [11, 11], [12, 12], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23]]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",True,
CHEMBL219_Ki,870,1245,1249,94,test,True,1.3000093834316957,23.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27]]","[7, 8, 9, 10, 11, 12, 16, 17]","[7, 8, 9, 10, 11, 12, 16, 17, 18]",True,
CHEMBL219_Ki,872,1247,1256,95,test,True,2.0000164026040776,25.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25]]","[5, 6, 7, 8, 9, 16, 17, 18]","[5, 6, 7, 8, 9, 16, 17, 18]",True,
CHEMBL219_Ki,874,1285,1291,96,test,True,2.221848749616358,33.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [10, 19], [11, 18], [12, 17], [13, 22], [14, 21], [15, 20], [16, 23], [17, 24], [18, 11], [19, 12], [20, 13], [21, 14], [22, 9], [23, 10], [24, 15], [25, 16], [26, 25], [27, 26], [28, 27], [29, 33], [30, 32], [31, 30], [32, 31], [33, 29], [34, 28]]","[6, 7, 8, 9, 10, 11, 15, 26, 27]","[6, 7, 8, 9, 10, 14, 25, 26]",True,
CHEMBL219_Ki,878,1315,1838,98,calibration,True,2.5791816637666,23.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [19, 20], [20, 25], [21, 24], [22, 23], [23, 22], [24, 21], [27, 28], [28, 29]]","[13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 25, 26, 27]",True,
CHEMBL219_Ki,880,1397,1402,99,test,True,1.3628054903717943,29.0,"[[0, 0], [1, 1], [2, 2], [5, 21], [6, 20], [7, 19], [8, 24], [9, 23], [10, 22], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [19, 10], [20, 9], [21, 8], [22, 7], [23, 6], [24, 5], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32]]","[1, 2, 3, 4, 5, 6, 9, 10, 11, 16, 17, 18, 19, 20, 24, 25, 26]","[1, 2, 3, 4, 5, 6, 9, 10, 11, 16, 17, 18, 19, 20, 24, 25, 26]",True,
CHEMBL219_Ki,898,1482,1483,106,calibration,True,1.2924298239020633,31.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 26], [18, 25], [19, 19], [20, 20], [21, 21], [27, 22], [28, 23], [29, 24], [30, 18], [31, 17], [32, 27], [33, 28], [34, 29], [35, 30]]","[20, 21, 22, 23, 24, 25, 26, 27, 28]","[20, 21, 22, 23]",True,
CHEMBL219_Ki,900,1487,1490,107,calibration,True,1.5314789170422554,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [19, 18], [20, 19], [25, 20], [26, 21], [27, 22], [28, 23], [29, 24], [30, 25], [31, 26]]","[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[16, 17, 18, 19, 20, 21]",True,
CHEMBL219_Ki,902,1497,1564,108,calibration,True,2.064117499611749,18.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [24, 28], [25, 29], [26, 30], [27, 31]]","[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",True,
CHEMBL219_Ki,904,1502,1508,109,test,True,1.0038264078530543,29.0,"[[1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30]]","[0, 1, 2]","[0, 1, 2, 3]",True,
CHEMBL219_Ki,929,1552,1556,112,calibration,True,1.5358437224447048,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [6, 4], [7, 5], [8, 6], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [23, 21], [24, 22], [25, 23], [26, 24], [27, 25], [28, 26]]","[2, 3, 4, 5, 6, 7, 20]","[2, 3, 4, 5, 18]",True,
CHEMBL219_Ki,948,1576,1578,114,calibration,True,1.3631779024128257,32.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31]]","[10, 11, 12, 13, 14, 29]","[10, 11, 12, 13, 28]",True,
CHEMBL219_Ki,955,1594,1614,115,test,True,1.289964569513821,21.0,"[[0, 0], [1, 23], [2, 22], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [13, 11], [14, 12], [15, 13], [16, 17], [17, 18], [18, 10], [20, 19], [21, 20], [22, 21], [23, 2], [24, 1]]","[8, 9, 10, 11, 12, 13, 14, 17, 18, 19]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",True,
CHEMBL219_Ki,967,1623,1639,111,calibration,True,1.890195006520757,15.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [19, 19], [20, 20], [21, 21]]","[10, 11, 12, 13, 14, 15, 16, 17, 18]","[10, 11, 12, 13, 14, 15, 16, 17, 18]",True,
CHEMBL219_Ki,969,1641,1643,116,calibration,True,1.213879819945081,30.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [21, 16], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 34], [31, 33], [32, 32], [33, 31], [34, 30]]","[10, 13, 15, 16, 17, 18, 19, 20, 21]","[10, 13, 15, 16, 17, 18, 19, 20, 21]",True,
CHEMBL219_Ki,972,1681,1693,117,calibration,True,1.2082759424270837,28.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [25, 23], [26, 26], [27, 27], [28, 28], [29, 29]]","[21, 22, 23, 24, 25]","[22, 23, 24, 25, 26]",True,
CHEMBL219_Ki,989,1722,1723,119,calibration,True,1.113943352306837,32.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [30, 29], [31, 30], [32, 31], [33, 32]]","[21, 23, 24, 26, 27, 28, 29]","[21, 23, 24, 26, 27, 28]",True,
CHEMBL219_Ki,990,1725,1726,120,test,True,1.1418771585245793,13.0,"[[4, 12], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 4], [13, 16], [14, 14], [15, 15], [16, 13]]","[0, 1, 2, 3, 4, 5, 14, 16, 17]","[0, 1, 2, 3, 4, 5, 14, 16, 17]",True,
CHEMBL219_Ki,991,1727,1731,121,test,True,1.132625565274591,19.0,"[[0, 2], [1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [9, 11], [10, 12], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20]]",[],"[0, 1, 2, 3]",True,
CHEMBL219_Ki,992,1728,1729,122,calibration,True,1.9193440683863687,19.0,"[[0, 0], [1, 1], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19]]","[0, 1, 2, 3, 18]","[0, 1, 2, 3, 4, 19]",True,
CHEMBL219_Ki,1013,1755,1758,126,test,True,1.5072736719497613,17.0,"[[0, 3], [1, 4], [2, 5], [3, 6], [4, 7], [5, 8], [6, 9], [7, 10], [8, 11], [9, 12], [10, 13], [11, 14], [12, 15], [13, 16], [14, 17], [15, 18], [16, 19]]",[],"[0, 1, 2, 3, 4]",True,
CHEMBL219_Ki,1020,1763,1764,127,test,True,2.6020599913279616,36.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 27], [22, 26], [23, 24], [24, 25], [25, 23], [26, 22], [27, 28], [28, 34], [29, 33], [30, 31], [31, 32], [32, 30], [33, 29], [34, 35], [35, 36]]","[14, 15, 16, 17, 34]","[14, 15, 16, 17, 18, 35]",True,
CHEMBL219_Ki,1026,1776,1779,128,calibration,True,1.1983676537668335,26.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [23, 23], [24, 24], [25, 25], [26, 26]]","[20, 21, 22, 23]","[20, 21, 22, 23]",True,
CHEMBL228_Ki,16,14,632,2,calibration,True,1.5789946872592688,31.0,"[[1, 10], [2, 9], [3, 1], [4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [9, 7], [10, 8], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 24], [20, 25], [21, 26], [22, 27], [23, 28], [24, 29], [25, 18], [26, 23], [27, 22], [28, 21], [29, 20], [30, 19], [31, 30], [32, 31]]","[0, 1, 2, 11, 12, 13, 31, 32]","[0, 1, 2, 9, 10, 11, 12, 30, 31]",True,
CHEMBL228_Ki,17,34,38,3,calibration,True,1.609885328839919,24.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [24, 23]]","[1, 19, 21, 22, 23, 24]","[1, 19, 21, 22, 23]",True,
CHEMBL228_Ki,19,40,44,4,test,True,1.3723859041996498,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 24], [17, 19], [18, 18], [23, 17], [24, 16], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30]]","[17, 18, 19, 20, 21, 22, 23, 24]","[15, 18, 19, 20, 21, 22, 23, 24]",True,
CHEMBL228_Ki,20,60,831,5,test,True,1.7501225267834002,19.0,"[[0, 17], [1, 16], [2, 14], [3, 15], [4, 13], [5, 7], [6, 6], [7, 20], [8, 21], [9, 3], [13, 4], [14, 5], [15, 8], [16, 9], [17, 10], [18, 11], [19, 12], [20, 18], [21, 19]]","[8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 21]",True,
CHEMBL228_Ki,36,81,118,9,test,True,2.0211892990699383,29.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34]]","[22, 23, 24, 25, 26, 27, 28]","[22, 23, 24, 25, 26, 27, 28, 29]",True,
CHEMBL228_Ki,66,136,139,12,test,True,1.488550716500443,31.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 21], [19, 20], [20, 19], [21, 18], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30]]","[16, 17, 18, 19, 21]","[14, 18, 20, 21, 22]",True,
CHEMBL228_Ki,69,157,158,13,calibration,True,1.2571245099648989,21.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [18, 18], [19, 19], [20, 20], [21, 21]]","[15, 16, 17, 18]","[15, 16, 17, 18]",True,
CHEMBL228_Ki,89,193,194,15,test,True,1.204119982655925,32.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 34], [35, 35]]","[23, 24, 25, 26, 27, 28]","[23, 24, 25, 26, 27, 28]",True,
CHEMBL228_Ki,110,213,214,16,calibration,True,1.633520513653596,20.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20]]",[],"[13, 14, 15, 16]",True,
CHEMBL228_Ki,111,215,220,17,test,True,1.1674910872937634,17.0,"[[1, 0], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [16, 14], [17, 15], [18, 16]]","[0, 1, 2, 13, 14, 15]",[],True,
CHEMBL228_Ki,119,244,834,21,calibration,True,1.3010299956639813,19.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [16, 17], [18, 19], [19, 20], [20, 21]]","[13, 14, 15, 16, 17, 18]","[13, 14, 15, 16, 17, 18, 19]",True,
CHEMBL228_Ki,122,278,281,23,test,True,1.1320936674960365,17.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17]]","[8, 9, 10, 11, 12]","[8, 9, 10, 11]",True,
CHEMBL228_Ki,128,299,302,24,test,True,2.938730343261078,26.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [14, 17], [15, 18], [16, 19], [17, 20], [18, 21], [19, 22], [20, 23], [21, 24], [22, 25], [23, 26], [24, 27], [25, 28], [26, 29]]","[11, 12, 13, 14, 15]","[11, 12, 13, 14, 15, 16, 17, 18]",True,
CHEMBL228_Ki,164,340,838,6,calibration,True,3.384004230728745,18.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [16, 17], [17, 18], [18, 19]]","[5, 8, 13, 14, 15, 16, 18, 19]","[13, 14, 15, 16, 17]",True,
