dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,155,test,2204,2205,0.6624263213146713,0.2112676056338028,0.5720048002382438,1.0,1.0239121574054106,-0.36700010299682617,1.3909122604022368,-1.3909122604022368
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,157,test,2209,2218,0.23725457072135211,0.22857142857142856,0.011255925009160157,1.0,-1.2662678894047694,-0.5863204002380371,0.6799474891667323,-0.6799474891667323
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,159,test,2217,2223,0.18898143090963077,0.2702702702702703,-0.11139581690161712,1.0,-1.2218487496163564,0.15808987617492676,1.3799386257912831,-1.3799386257912831
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,162,test,2257,2258,0.17824074074074073,0.05084745762711865,0.13421792328042326,1.0,-2.6989700043360187,-0.7896080017089844,1.9093620026270344,-1.9093620026270344
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,163,test,2262,2265,0.8395150004398595,0.4117647058823529,0.7271755007477612,1.0,-1.4771212547196626,-0.36242032051086426,1.1147009342087983,-1.1147009342087983
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,164,test,2288,2854,0.5581108489112205,0.2345679012345679,0.4226932058356268,1.0,-1.1890562362200492,-0.6005849838256836,0.5884712523943656,-0.5884712523943656
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,168,test,2363,2398,0.2081795555697757,0.22857142857142856,-0.02643390944658706,1.0,1.786120180054919,1.3401436805725098,0.44597649948240914,-0.44597649948240914
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,169,test,2372,2385,0.41393914693818484,0.2537313432835821,0.2146784568971677,1.0,-1.4637572931616807,0.05369758605957031,1.517454879221251,-1.517454879221251
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,171,test,2438,2446,0.1340910600806143,0.14705882352941177,-0.01520358473307289,1.0,1.5006023505691857,-0.0005605220794677734,1.5011628726486534,-1.5011628726486534
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,172,test,2461,2462,0.8214285714285714,0.06779661016949153,0.8084415584415584,1.0,1.3679767852945945,0.9106684923171997,0.45730829297739484,-0.45730829297739484
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,173,test,2475,2476,0.07348168232476743,0.047619047619047616,0.027155766441005803,1.0,-1.510545010206612,-0.580400824546814,0.9301441856597981,-0.9301441856597981
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,175,test,2479,2499,0.42352820597927643,0.29508196721311475,0.1822144317380433,1.0,1.0543576623225928,1.3851276636123657,0.33077000128977296,-0.33077000128977296
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,182,test,2632,2633,0.28558992883006057,0.3225806451612903,-0.054605343155624854,1.0,-1.2218487496163566,-0.15692973136901855,1.064919018247338,-1.064919018247338
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,183,test,2639,2642,0.1815845015535418,0.21428571428571427,-0.04161972529549223,0.7857142857142857,1.1249387366083,0.39184343814849854,0.7330952984598014,-0.7330952984598014
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,189,test,2710,2712,0.12750267195723397,0.1717171717171717,-0.053380920441876055,0.8585858585858586,1.1807047638610455,-0.6592652797698975,1.839970043630943,-1.839970043630943
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,194,test,2836,2838,0.09581215885563711,0.05970149253731343,0.038403407036947404,1.0,-1.5454822249613125,-0.635014533996582,0.9104676909647305,-0.9104676909647305
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,200,test,3010,3013,0.16213808942158264,0.2127659574468085,-0.06431107559961123,1.0,-1.5740312677277188,-0.242110013961792,1.3319212537659268,-1.3319212537659268
CHEMBL244_Ki,morgan,mlp,crem_lime,42,trained,202,test,3034,3036,0.7164381914381914,0.1935483870967742,0.6483833573833574,0.967741935483871,1.7861201800549193,-0.29135632514953613,2.0774765052044555,-2.0774765052044555
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,2,test,556,560,0.27677854122621565,0.13559322033898305,0.16333203788915143,1.0,-1.6922366216770504,-0.07109928131103516,1.6211373403660152,-1.6211373403660152
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,3,test,13,78,0.20201323772752344,0.08333333333333333,0.12946898661184378,0.5476190476190477,1.0910804693473326,-0.040632009506225586,1.1317124788535582,-1.1317124788535582
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,6,test,2271,2300,0.3317216946813851,0.2602739726027397,0.09658673540261324,1.0,-1.463110540276848,0.03389179706573486,1.497002337342583,-1.497002337342583
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,25,test,261,264,0.25277777777777777,0.26666666666666666,-0.018939393939393947,0.25,-1.6989700043360187,0.32826268672943115,2.02723269106545,-2.02723269106545
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,32,test,287,288,0.4347222222222222,0.4444444444444444,-0.017500000000000036,0.24444444444444444,1.9999999999999996,0.09279513359069824,1.9072048664093013,-1.9072048664093013
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,35,test,312,335,0.07112815783590432,0.05263157894736842,0.019524166604565667,0.9342105263157895,1.4409090820652177,0.10525977611541748,1.3356493059498002,-1.3356493059498002
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,36,test,314,333,0.4399824032176973,0.1791044776119403,0.3177967457379222,0.9253731343283582,1.1549019599857433,0.13242888450622559,1.0224730754795177,-1.0224730754795177
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,37,test,322,326,0.4200689631845583,0.25,0.22675861757941104,0.775,-1.3767507096020994,0.03669118881225586,1.4134418984143553,-1.4134418984143553
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,38,test,356,374,0.28705954957233726,0.13513513513513514,0.17566260419301494,0.9459459459459459,1.1160933293803952,-0.11309027671813965,1.2291836060985348,-1.2291836060985348
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,50,test,495,508,0.4878113407525172,0.20634920634920634,0.35464228934817166,0.7142857142857143,2.0,0.0521855354309082,1.9478144645690918,-1.9478144645690918
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,55,test,553,1094,0.06691919191919192,0.06349206349206349,0.0036594761171032403,1.0,1.8758877041394824,0.1049962043762207,1.7708914997632617,-1.7708914997632617
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,67,test,642,950,0.5000227337311737,0.2631578947368421,0.32145942434944996,0.43859649122807015,1.6398485522173623,0.12276661396026611,1.5170819382570961,-1.5170819382570961
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,68,test,645,729,0.27578778979641044,0.3142857142857143,-0.05614280654690143,0.45714285714285713,-1.2013971243204518,0.01387333869934082,1.2152704630197926,-1.2152704630197926
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,73,test,781,794,0.2315151515151515,0.20833333333333334,0.029282296650717684,0.625,1.1171133990963442,-0.008687257766723633,1.1258006568630679,-1.1258006568630679
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,74,test,844,865,0.22790414740626605,0.24242424242424243,-0.019166525423728823,1.0,-1.284278269569862,0.014296889305114746,1.2985751588749768,-1.2985751588749768
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,77,test,895,1437,0.25625000000000003,0.05405405405405406,0.21375000000000002,1.0,1.153814864344529,0.016573786735534668,1.1372410776089943,-1.1372410776089943
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,87,test,1033,1246,0.5673953653486539,0.3793103448275862,0.30302586639505347,1.0,1.0310342337399678,-0.07374286651611328,1.1047771002560811,-1.1047771002560811
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,90,test,1128,1138,0.34797713303914746,0.1864406779661017,0.1985552260272854,0.4915254237288136,-1.3367455479305157,-0.07109582424163818,1.2656497236888775,-1.2656497236888775
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,92,test,1164,1188,0.04615977112676056,0.056338028169014086,-0.01078591417910448,0.9154929577464789,-1.8692317197309762,0.14194774627685547,2.0111794660078317,-2.0111794660078317
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,93,test,1207,1211,0.27892778287784176,0.26153846153846155,0.023548039313744024,0.9692307692307692,1.1333392786347307,-0.25845062732696533,1.391789905961696,-1.391789905961696
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,95,test,1238,1243,0.19293191656828024,0.14285714285714285,0.058420569329660284,0.7402597402597403,1.1760912590556813,-0.003478407859802246,1.1795696669154836,-1.1795696669154836
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,100,test,1289,2103,0.5035826993554192,0.4,0.172637832259032,0.6714285714285714,-1.2678616324113265,-0.003957986831665039,1.2639036455796615,-1.2639036455796615
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,107,test,1363,1364,0.21627450980392154,0.22666666666666666,-0.013438133874239368,0.76,1.3222192947339193,0.0318073034286499,1.2904119913052694,-1.2904119913052694
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,108,test,1384,1395,0.6289494519330805,0.3037974683544304,0.4670364855038793,0.5443037974683544,1.0720026614205014,0.39890241622924805,0.6731002451912533,-0.6731002451912533
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,114,test,1531,1535,0.16369047619047616,0.16666666666666666,-0.0035714285714285917,0.22916666666666666,1.6690067809585758,0.09386110305786133,1.5751456779007145,-1.5751456779007145
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,116,test,1557,1558,0.35722403468084085,0.3870967741935484,-0.04873973288915438,0.45161290322580644,1.0389180660303703,-0.07905960083007812,1.1179776668604484,-1.1179776668604484
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,118,test,1999,2003,0.07931959541362797,0.08860759493670886,-0.010190999476713754,0.7468354430379747,-1.3622996524029038,0.1063307523727417,1.4686304047756455,-1.4686304047756455
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,121,test,1608,1613,0.3500674217220722,0.32926829268292684,0.031009610567453116,0.8780487804878049,1.1697510810246623,-0.061258554458618164,1.2310096354832805,-1.2310096354832805
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,126,test,1776,2055,0.2512121631598376,0.14285714285714285,0.12641419035314383,1.0,1.5854607295085006,-0.04898357391357422,1.6344443034220748,-1.6344443034220748
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,130,test,1816,1841,0.37878675512554844,0.20588235294117646,0.21773146941735727,1.0,1.373580662812593,0.22387218475341797,1.149708478059175,-1.149708478059175
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,141,test,2360,2396,0.6666092687054281,0.3150684931506849,0.5132495323099251,0.726027397260274,1.6283889300503116,-0.29855990409851074,1.9269488341488223,-1.9269488341488223
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,148,test,2116,2120,0.15296537091749857,0.18181818181818182,-0.03526454665639065,1.0,-2.0,-0.13129818439483643,1.8687018156051636,-1.8687018156051636
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,149,test,2193,2201,0.30944668776601547,0.15492957746478872,0.18284524718978498,0.8028169014084507,-1.501595024102863,0.23435747623443604,1.735952500337299,-1.735952500337299
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,153,test,2149,2153,0.44516890815978755,0.5068493150684932,-0.1250741584537642,0.8767123287671232,-2.5900951992983194,-0.014434576034545898,2.5756606232637735,-2.5756606232637735
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,155,test,2204,2205,0.2880610315749357,0.2112676056338028,0.0973630936039363,0.9014084507042254,1.0239121574054106,0.041088104248046875,0.9828240531573638,-0.9828240531573638
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,157,test,2209,2218,0.20474499804494425,0.22857142857142856,-0.030886113645442623,1.0,-1.2662678894047694,-0.08377206325531006,1.1824958261494594,-1.1824958261494594
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,159,test,2217,2223,0.4964500845110943,0.2702702702702703,0.30995011581149956,0.918918918918919,-1.2218487496163564,0.12041795253753662,1.342266702153893,-1.342266702153893
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,162,test,2257,2258,0.09279609279609281,0.05084745762711865,0.04419588348159778,0.7966101694915254,-2.6989700043360187,-0.4490852355957031,2.2498847687403156,-2.2498847687403156
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,163,test,2262,2265,0.4130497514226868,0.4117647058823529,0.0021845774185675847,0.8823529411764706,-1.4771212547196626,-0.12557077407836914,1.3515504806412935,-1.3515504806412935
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,164,test,2288,2854,0.17157202786493403,0.2345679012345679,-0.08230106037000552,1.0,-1.1890562362200492,-0.10360169410705566,1.0854545421129935,-1.0854545421129935
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,168,test,2363,2398,0.4960603663475883,0.22857142857142856,0.3467449193394664,0.7142857142857143,1.786120180054919,-0.1916368007659912,1.9777569808209101,-1.9777569808209101
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,169,test,2372,2385,0.22404207597723141,0.2537313432835821,-0.03978361819050992,0.7014925373134329,-1.4637572931616807,-0.07633233070373535,1.3874249624579453,-1.3874249624579453
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,171,test,2438,2446,0.13417092924126173,0.14705882352941177,-0.015109945027486258,0.9264705882352942,1.5006023505691857,0.005791425704956055,1.4948109248642296,-1.4948109248642296
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,172,test,2461,2462,0.09304112554112554,0.06779661016949153,0.027080480125934666,0.8983050847457628,1.3679767852945945,0.1092078685760498,1.2587689167185447,-1.2587689167185447
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,173,test,2475,2476,0.14761904761904762,0.047619047619047616,0.10500000000000001,0.7619047619047619,-1.510545010206612,0.031018376350402832,1.5415633865570149,-1.5415633865570149
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,175,test,2479,2499,0.5730092195391474,0.29508196721311475,0.3942688928346045,0.7049180327868853,1.0543576623225928,-0.16934359073638916,1.223701253058982,-1.223701253058982
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,182,test,2632,2633,0.2971658233185747,0.3225806451612903,-0.037517117958294446,0.3064516129032258,-1.2218487496163566,-0.18194580078125,1.0399029488351066,-1.0399029488351066
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,183,test,2639,2642,0.1857142857142857,0.21428571428571427,-0.036363636363636376,0.5357142857142857,1.1249387366083,0.03143787384033203,1.0935008627679679,-1.0935008627679679
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,189,test,2710,2712,0.16345439691027924,0.1717171717171717,-0.009975789096126274,0.494949494949495,1.1807047638610455,-0.27135634422302246,1.452061108084068,-1.452061108084068
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,194,test,2836,2838,0.5714285714285714,0.05970149253731343,0.5442176870748299,1.0,-1.5454822249613125,0.19457483291625977,1.7400570578775723,-1.7400570578775723
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,200,test,3010,3013,0.18918453804966961,0.2127659574468085,-0.02995477599096022,1.0,-1.5740312677277188,-0.048401832580566406,1.5256294351471524,-1.5256294351471524
CHEMBL244_Ki,morgan,mlp,crem_mean,42,label_permuted,202,test,3034,3036,0.25825149530838387,0.1935483870967742,0.080231854182396,0.5806451612903226,1.7861201800549193,0.14251279830932617,1.6436073817455932,-1.6436073817455932
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,2,test,556,560,0.16082164069452204,0.13559322033898305,0.029185819626996085,0.6949152542372882,-1.6922366216770504,-0.07109928131103516,1.6211373403660152,-1.6211373403660152
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,3,test,13,78,0.26836260612004315,0.08333333333333333,0.20185011576731982,1.0,1.0910804693473326,-0.040632009506225586,1.1317124788535582,-1.1317124788535582
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,6,test,2271,2300,0.335566086321326,0.2602739726027397,0.10178378336031109,1.0,-1.463110540276848,0.03389179706573486,1.497002337342583,-1.497002337342583
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,25,test,261,264,0.3018415000434705,0.26666666666666666,0.04796568187745976,1.0,-1.6989700043360187,0.32826268672943115,2.02723269106545,-2.02723269106545
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,32,test,287,288,0.4535558068898978,0.4444444444444444,0.016400452401816035,1.0,1.9999999999999996,0.09279513359069824,1.9072048664093013,-1.9072048664093013
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,35,test,312,335,0.34347826086956523,0.05263157894736842,0.3070048309178744,1.0,1.4409090820652177,0.10525977611541748,1.3356493059498002,-1.3356493059498002
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,36,test,314,333,0.8343178811928812,0.1791044776119403,0.798169055271328,1.0,1.1549019599857433,0.13242888450622559,1.0224730754795177,-1.0224730754795177
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,37,test,322,326,0.37597353507095943,0.25,0.16796471342794592,1.0,-1.3767507096020994,0.03669118881225586,1.4134418984143553,-1.4134418984143553
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,38,test,356,374,0.5860430497050215,0.13513513513513514,0.521362276221431,1.0,1.1160933293803952,-0.11309027671813965,1.2291836060985348,-1.2291836060985348
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,50,test,495,508,0.8268463730002191,0.20634920634920634,0.7818264299802761,1.0,2.0,0.0521855354309082,1.9478144645690918,-1.9478144645690918
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,55,test,553,1094,0.1862044817927171,0.06349206349206349,0.1310319042871386,1.0,1.8758877041394824,0.1049962043762207,1.7708914997632617,-1.7708914997632617
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,67,test,642,950,0.626388808280321,0.2631578947368421,0.492956239809007,0.9298245614035088,1.6398485522173623,0.12276661396026611,1.5170819382570961,-1.5170819382570961
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,68,test,645,729,0.22093171259506603,0.3142857142857143,-0.1361412524655287,0.9714285714285714,-1.2013971243204518,0.01387333869934082,1.2152704630197926,-1.2152704630197926
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,73,test,781,794,0.17480600822981246,0.20833333333333334,-0.042350305393921116,0.9583333333333334,1.1171133990963442,-0.008687257766723633,1.1258006568630679,-1.1258006568630679
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,74,test,844,865,0.2825237971503495,0.24242424242424243,0.0529314122384613,1.0,-1.284278269569862,0.014296889305114746,1.2985751588749768,-1.2985751588749768
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,77,test,895,1437,0.07478145847711065,0.05405405405405406,0.021911827532945544,1.0,1.153814864344529,0.016573786735534668,1.1372410776089943,-1.1372410776089943
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,87,test,1033,1246,0.2714076777431568,0.3793103448275862,-0.1738431858582473,1.0,1.0310342337399678,-0.07374286651611328,1.1047771002560811,-1.1047771002560811
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,90,test,1128,1138,0.19305393919032843,0.1864406779661017,0.008128800254778688,1.0,-1.3367455479305157,-0.07109582424163818,1.2656497236888775,-1.2656497236888775
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,92,test,1164,1188,0.044485694485694484,0.056338028169014086,-0.012559935694264055,1.0,-1.8692317197309762,0.14194774627685547,2.0111794660078317,-2.0111794660078317
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,93,test,1207,1211,0.43901368700889787,0.26153846153846155,0.24033103449121582,1.0,1.1333392786347307,-0.25845062732696533,1.391789905961696,-1.391789905961696
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,95,test,1238,1243,0.11559630423849399,0.14285714285714285,-0.031804311721757,0.974025974025974,1.1760912590556813,-0.003478407859802246,1.1795696669154836,-1.1795696669154836
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,100,test,1289,2103,0.33091461379657083,0.4,-0.11514231033904865,1.0,-1.2678616324113265,-0.003957986831665039,1.2639036455796615,-1.2639036455796615
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,107,test,1363,1364,0.1798241571576648,0.22666666666666666,-0.06057221057198515,0.88,1.3222192947339193,0.0318073034286499,1.2904119913052694,-1.2904119913052694
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,108,test,1384,1395,0.4740916869411071,0.3037974683544304,0.2446044230608629,0.8860759493670886,1.0720026614205014,0.39890241622924805,0.6731002451912533,-0.6731002451912533
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,114,test,1531,1535,0.4571647715030068,0.16666666666666666,0.3485977258036081,1.0,1.6690067809585758,0.09386110305786133,1.5751456779007145,-1.5751456779007145
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,116,test,1557,1558,0.543075604940615,0.3870967741935484,0.2544917764820561,1.0,1.0389180660303703,-0.07905960083007812,1.1179776668604484,-1.1179776668604484
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,118,test,1999,2003,0.1238594527968342,0.08860759493670886,0.03867912181874864,1.0,-1.3622996524029038,0.1063307523727417,1.4686304047756455,-1.4686304047756455
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,121,test,1608,1613,0.3697288474727721,0.32926829268292684,0.0603230089594057,0.9634146341463414,1.1697510810246623,-0.061258554458618164,1.2310096354832805,-1.2310096354832805
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,126,test,1776,2055,0.3791259190156249,0.14285714285714285,0.27564690551822907,1.0,1.5854607295085006,-0.04898357391357422,1.6344443034220748,-1.6344443034220748
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,130,test,1816,1841,0.2335244588137256,0.20588235294117646,0.03480857776543225,1.0,1.373580662812593,0.22387218475341797,1.149708478059175,-1.149708478059175
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,141,test,2360,2396,0.49763193006432377,0.3150684931506849,0.2665426178939127,1.0,1.6283889300503116,-0.29855990409851074,1.9269488341488223,-1.9269488341488223
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,148,test,2116,2120,0.17068196820838244,0.18181818181818182,-0.013610927745310359,1.0,-2.0,-0.13129818439483643,1.8687018156051636,-1.8687018156051636
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,149,test,2193,2201,0.25180888501046605,0.15492957746478872,0.11464051392905152,1.0,-1.501595024102863,0.23435747623443604,1.735952500337299,-1.735952500337299
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,153,test,2149,2153,0.7135594883664355,0.5068493150684932,0.41916229585416076,1.0,-2.5900951992983194,-0.014434576034545898,2.5756606232637735,-2.5756606232637735
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,155,test,2204,2205,0.2774502128065667,0.2112676056338028,0.08391009123689704,1.0,1.0239121574054106,0.041088104248046875,0.9828240531573638,-0.9828240531573638
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,157,test,2209,2218,0.15089707171007796,0.22857142857142856,-0.10068898111656559,1.0,-1.2662678894047694,-0.08377206325531006,1.1824958261494594,-1.1824958261494594
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,159,test,2217,2223,0.16336057000940138,0.2702702702702703,-0.14650588554267222,1.0,-1.2218487496163564,0.12041795253753662,1.342266702153893,-1.342266702153893
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,162,test,2257,2258,0.6555555555555554,0.05084745762711865,0.6371031746031744,1.0,-2.6989700043360187,-0.4490852355957031,2.2498847687403156,-2.2498847687403156
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,163,test,2262,2265,0.3845479026796803,0.4117647058823529,-0.04626856544454344,1.0,-1.4771212547196626,-0.12557077407836914,1.3515504806412935,-1.3515504806412935
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,164,test,2288,2854,0.13444360298896144,0.2345679012345679,-0.13080755093377616,1.0,-1.1890562362200492,-0.10360169410705566,1.0854545421129935,-1.0854545421129935
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,168,test,2363,2398,0.19985297923603912,0.22857142857142856,-0.03722761950883817,1.0,1.786120180054919,-0.1916368007659912,1.9777569808209101,-1.9777569808209101
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,169,test,2372,2385,0.27634261480886085,0.2537313432835821,0.03029910384387353,1.0,-1.4637572931616807,-0.07633233070373535,1.3874249624579453,-1.3874249624579453
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,171,test,2438,2446,0.693177508989866,0.14705882352941177,0.6402770795053601,1.0,1.5006023505691857,0.005791425704956055,1.4948109248642296,-1.4948109248642296
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,172,test,2461,2462,0.27325581395348836,0.06779661016949153,0.2204016913319239,1.0,1.3679767852945945,0.1092078685760498,1.2587689167185447,-1.2587689167185447
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,173,test,2475,2476,0.550464527027027,0.047619047619047616,0.5279877533783783,1.0,-1.510545010206612,0.031018376350402832,1.5415633865570149,-1.5415633865570149
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,175,test,2479,2499,0.483420826460841,0.29508196721311475,0.26717838172351865,1.0,1.0543576623225928,-0.16934359073638916,1.223701253058982,-1.223701253058982
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,182,test,2632,2633,0.48281119507483666,0.3225806451612903,0.23653081177713983,1.0,-1.2218487496163566,-0.18194580078125,1.0399029488351066,-1.0399029488351066
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,183,test,2639,2642,0.2558615921115921,0.21428571428571427,0.05291475359657177,0.7857142857142857,1.1249387366083,0.03143787384033203,1.0935008627679679,-1.0935008627679679
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,189,test,2710,2712,0.16584859197335317,0.1717171717171717,-0.007085236519976051,0.8585858585858586,1.1807047638610455,-0.27135634422302246,1.452061108084068,-1.452061108084068
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,194,test,2836,2838,0.07281649245063879,0.05970149253731343,0.013947698320520615,1.0,-1.5454822249613125,0.19457483291625977,1.7400570578775723,-1.7400570578775723
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,200,test,3010,3013,0.48083096924594537,0.2127659574468085,0.3405150149880928,1.0,-1.5740312677277188,-0.048401832580566406,1.5256294351471524,-1.5256294351471524
CHEMBL244_Ki,morgan,mlp,crem_lime,42,label_permuted,202,test,3034,3036,0.3385449916324923,0.1935483870967742,0.17979578962429046,0.967741935483871,1.7861201800549193,0.14251279830932617,1.6436073817455932,-1.6436073817455932
