dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256,model_initialization_seed,permutation_id,source
CHEMBL264_Ki,morgan,mlp,42,label_permuted,20281950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL264_Ki--morgan--init42--perm48.pt,ca8091f728df60d19c2f368dbc9efc1364941006635d50d7c80339831963f8b1,42,48,new_fit
CHEMBL264_Ki,morgan,mlp,42,label_permuted,20281951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL264_Ki--morgan--init42--perm49.pt,b2985301c343b274d1b99ff00f33e52b05125a6d1c3468c7b2c8c277846ee462,42,49,new_fit
CHEMBL264_Ki,morgan,mlp,42,label_permuted,20281952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL264_Ki--morgan--init42--perm50.pt,7f4d9a5b5a78cba729466183b5325a0366039a6b7c83a624cf8585c89d3cfa0a,42,50,new_fit
CHEMBL264_Ki,morgan,mlp,42,label_permuted,20281953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL264_Ki--morgan--init42--perm51.pt,970461b7e3ff7fd2e011e8580f3c020de5eef3351f5d5900fb1f8dbf0f0d2417,42,51,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282944,55,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--seed42.json,07370051d50416a34393070b1c52e9ded2fbef927a602d7d1a5b9ba4d9074900,42,42,reused_existing
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282945,6,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm43.json,60aceafe886216ccea434d427f68d8f18cfaf3873a4aa988c50644c76e4d7238,42,43,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282946,17,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm44.json,60450d2e31de0718e9b718a3152d1bee19a37caa470f792fbbed440e3b3d7c41,42,44,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282947,74,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm45.json,e383892d845b75f4edc7a1e862f25c3363e0c57110a836c6cc5d87a36d0a7d59,42,45,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm46.json,740061bb2253a6d2ddc01c5f5c34a5f897d8506d68375e45e693e17a72ccdfeb,42,46,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm47.json,9cf86443f0ad074967cf3f93c4db18fc509d9a5e9fa92b18ab55a08de7d88696,42,47,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm48.json,e880df557da8dc9fb6cc57023657c8d399a6d3308f80905b20c76abff05dac11,42,48,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282951,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm49.json,43f21f1834f95a8edd640b7ec87b15853f78c930e6ca96127d30919a780f496f,42,49,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282952,20,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm50.json,e10c39f1ed21b3be25dda01659d763af65e07395d7d9023166ef0ce126185552,42,50,new_fit
CHEMBL2835_Ki,morgan,xgboost,42,label_permuted,20282953,7,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2835_Ki--morgan--init42--perm51.json,1c2dd9a77f6fd63ad42c6bba19c3d69d3aafb31e04b6a529917e1acc0afe978e,42,51,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282944,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--seed42.pt,d048625a03386807728cbfe9f0dea4332c195cab3851f4ca064f5e2b54cc3c35,42,42,reused_existing
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282945,3,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm43.pt,6e46eddb28370dc1d8603edea758557d767e3c1e75603c4179eca5a227d6208e,42,43,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm44.pt,4081ee0df439bb37997beeb3937cb2335d10c9f2e4ec8bcbd73f2e2dd5a39f49,42,44,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm45.pt,0264edd4d7b272e476f0606774f02a296ba94141a1c6872a4623cc74ab3adc62,42,45,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm46.pt,fd8a7ac29aedb17f1cb312fe5e320b4d96ebfbda6e4df7db419e15dcaae54563,42,46,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282949,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm47.pt,d72fb7c56c9ea7fc4732e1fc6e6012101b32deeb8549c0ad876cc784440d8ca3,42,47,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm48.pt,c75edc72a172d637691b6a0c996c5c86b5800457f888d766b4200266caf91592,42,48,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282951,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm49.pt,7a772c15093b10efedd389d871814e6a84e62d32b58a4b9d3302a2f2f1d5c1d7,42,49,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm50.pt,4d4860e0c2129169502627088afa353794f93f68fa431ac95979cf28146d7c8b,42,50,new_fit
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--init42--perm51.pt,de75f326f57275125cc7e8a4f2c79c7edc75789de33b6043b8666d244e002e14,42,51,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283944,16,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--seed42.json,1be640ab278a1412cdf7fe316afef41c40fe5c3bfc09a856078e4c3e1c1400f9,42,42,reused_existing
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283945,3,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm43.json,e00d22fc1f99d89531cc0fd691498ecfaf4a7e5b194ee9fad5873334d764124d,42,43,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283946,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm44.json,c7dbea3e6214d183b1c0c4cad7ba2b0856570a5be45281d5f9c6f1d90279a6fe,42,44,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm45.json,da4d1f7956d154a752db743771c550fa244f459a0ac810751e829c3e887d7053,42,45,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283948,14,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm46.json,4f758b5c1cbcfcb343ac43a5520b6f72aaab2bd1004916c1438edaa18a213eb0,42,46,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283949,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm47.json,bc97bfd44b0ee4792bca3f342784183619329cd4ef94bdaf4a6567627c52ef95,42,47,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm48.json,c52ee4b66073a593abae099e2e7699af73a9c9629cab43c0b4e71ac64a4cbb3f,42,48,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm49.json,4d4b05b1bf066df01cd90c9cb186df7a138e0d6137cee85efffc5a1b78cfc2fe,42,49,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm50.json,6a759c3587e93a4ac486aa254ac30432a972ca90637cd1fbee6fe8bdafdfdb2d,42,50,new_fit
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--init42--perm51.json,869b91ee6307a9d648be146a6c32e8535148eab8a9a9d63d9dc383787d8803a3,42,51,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL287_Ki--morgan--seed42.pt,7471490066b0e19cf3dbedb0fea56259ad34cf0b5642062def6fc6a2b8fcc098,42,42,reused_existing
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm43.pt,5b42356d5876292b695b1849ac3568681f6c85336e41d8e91d868836dc329aaf,42,43,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm44.pt,88e5b09f2f9bc136bcf4b9ebd75fdfc9a7b2ebd3755bb6e24d8b14fab64f4e3b,42,44,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm45.pt,643568857925ae0e44cac006a22641399ed18bca2b15198d3877cfb7406da4dd,42,45,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm46.pt,d73b4df5fb565e42ceb0cdf4a593def19ad07aed93d21e4274e5948447892e6a,42,46,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm47.pt,8d244c08849a1c43274f8f7c1ede260d5085cff1427dd1047b4d6bc7a7267052,42,47,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm48.pt,37af1502d31377200ff550dde4a6e2bcc1c64ed5b40dcc97efaec7dd89beb74d,42,48,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283951,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm49.pt,547827c9dcba2832b3c94accde57f58e666201d9d65bffca707180ba9be6310e,42,49,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm50.pt,fc091e80d480ce37430a48c1338eeecdec137056559e2b09599a594c3be2deff,42,50,new_fit
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283953,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL287_Ki--morgan--init42--perm51.pt,573f44c245034db647718f89c54d7fdd54dbe5c767c6f9ba13ffd62225b5bfda,42,51,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284944,77,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--seed42.json,b6c977ba57b2af19fcb1fedd969e9228c8d56824ee614628425ff6950c48676e,42,42,reused_existing
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284945,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm43.json,a2246d444c4c23da6558e716b41bea5ae0b7f77f935b355ad77c844a5c8571f8,42,43,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284946,7,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm44.json,790254e5e524b58d133b53a3f670b51296237a0043412849c0e4d7c0b3adc654,42,44,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284947,28,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm45.json,f764d36c5653ff089b48e28330d81bd1447c053dfd9ced41a4d2b0791b749992,42,45,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284948,5,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm46.json,800222a0adbd90a320df6b81fdb1a8728a8af3b869052943b9d98938beaee7fc,42,46,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm47.json,b9723f9067fee7d894aa71ea8bd108ab5b4450f23a8a9918d6d5df0ec91481f9,42,47,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284950,10,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm48.json,c543869497fb17731ec360eb1346131339b51fb3d19a930289aa65754723f461,42,48,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm49.json,bd9ea638889c7bc31d52a9f81f3b3fcbd4caf5f1b9787226ace542112c5e3be9,42,49,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm50.json,0e77033348ba790457e803a277182a9710cd7c0b1b116f3235f05d019c310215,42,50,new_fit
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284953,65,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--init42--perm51.json,48463cdf51c8c94634ce1d009c07f182795efce7d845b8b2a31b2648f1143efe,42,51,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284944,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--seed42.pt,44896111e9571198262cd3c84fe6d4c2e52947825c4e0322db23c1c2f076ddcf,42,42,reused_existing
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm43.pt,f1e14ca84c8e9905b14150848820d65acb47a1d53845ac8e8f2943eb1b64b51d,42,43,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284946,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm44.pt,403c8a2a884c9c2ed3f756c0f5cb73d95fa82645ca0d2752e4d881af007688f0,42,44,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm45.pt,b7144d3a0f5b19111043f04ec992ef9a8f0b6c74ff351f9df572e28c25f031c5,42,45,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284948,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm46.pt,4e3d9b1ea8fc25f636546c0e4f760702f5cf06911ae398b0da93b19d4992f4b1,42,46,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284949,64,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm47.pt,1744e7754da93b8c2f2b24866d009526e35b997efab467ea3c271031981013c4,42,47,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284950,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm48.pt,821dba80e4945e2a2e83da38915d0d36dada3eabcb4c6191dee818b3ab9bc08b,42,48,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm49.pt,61835029f7d1211aa930eca5f335d2fc8b59cb64dab1e90e1d989cea3e032b9b,42,49,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284952,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm50.pt,6e425304e39d234271225250ea90dd55c3a18817bf68f90fd8e6015bcc4f982c,42,50,new_fit
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284953,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--init42--perm51.pt,05266443270061eaa2295a57ae05b66f323425647a179663809c16114c848f2f,42,51,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285944,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--seed42.json,c52fb380bd89225a52b9750972fa8ad83a48988b71e15b6366c8ee8284ad3f36,42,42,reused_existing
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285945,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm43.json,2ed63dca374e50468001f25361c979a98c1353135e51369afa44fe8790b5504f,42,43,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285946,11,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm44.json,184806bb867f9498755692ab550cc2a0ae9b69a4b105f241cae3caa66d0a0ea5,42,44,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285947,16,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm45.json,389136117bc7993294f436f19d6be6826b5d63db11b0bd2ae592ecfd9804ca2a,42,45,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm46.json,570a618b9fa1bfcf0ba083e6aa4b585aff3e61d56a9e33122b0445201336492c,42,46,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285949,22,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm47.json,dda19f251860c12eb9996f2096da909fbe3225dc02a963dfa2f421cc4cab9c88,42,47,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm48.json,8c00f9dbcc74f08de2cb2fe6063c8e963d653e584ffdebbda8333be01149d8d7,42,48,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285951,40,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm49.json,cdc12dfb8044fe06347ef2bcdc431862cb1db1d5961a1d1d7c71c331d4da6431,42,49,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm50.json,45b661cc929639c57268bcd72de192ef3eb540d8c38566b32d0df0d5bdd1dad8,42,50,new_fit
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285953,4,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--init42--perm51.json,be4552f1a805fa3ca2bedfde50bcc54e4511f9a792d26f3f35e4f6a56920b821,42,51,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--seed42.pt,54788318682f1d0415c016d96f40df740249c531f4fe13ccf3e7f7da6af8cdd3,42,42,reused_existing
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285945,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm43.pt,7afd4849bd2fad82e6ebb1b542f3e59620368667da8e30bf7801c8bbc6199da3,42,43,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm44.pt,ea2d2ff075c9a315b9f02fdd0c5239e39155ec2c3d01bb7318d304b1f793cc3f,42,44,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm45.pt,e126e96e2c27ce01aa6871b10ea0e1864901f8f1b3016906b3f6e7a345602835,42,45,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm46.pt,a2c77a6c1c90d6e7d2cf56a92bfc402ebdafe1dd5e3c43e8ee49e09694beae5d,42,46,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285949,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm47.pt,00fb87c856c29f975b351b43be1df0e034b5d10cdf33f249fd6228004f47e925,42,47,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285950,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm48.pt,cd8cc089c312f5271c0b5d26b97c1f7a8be785c35fc7ca19f101211ae022fbff,42,48,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm49.pt,723b927211bcde085c6017d372d8981969fbdbd00c5cca0e21f4dcc4a77464c4,42,49,new_fit
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--init42--perm50.pt,e141b2fb3d9b5d9818a64cb4d389764296857e291fa97b0c1a0625c244ef7731,42,50,new_fit
