dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256
CHEMBL2835_Ki,morgan,mlp,42,label_permuted,20282944.0,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2835_Ki--morgan--seed42.pt,d048625a03386807728cbfe9f0dea4332c195cab3851f4ca064f5e2b54cc3c35
CHEMBL287_Ki,morgan,xgboost,11,trained,,950,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL287_Ki--morgan--seed11.json,4c117ba7814f7415ff91b718f507092d49ae2ab32663d3205894c1e28190c28e
CHEMBL287_Ki,morgan,xgboost,11,label_permuted,20283913.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--seed11.json,03c69a1049bfd07585b633c1302613964e55403e503a035d1dbf1eba4cf0ad09
CHEMBL287_Ki,morgan,xgboost,23,trained,,490,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL287_Ki--morgan--seed23.json,23c51806aaba937687fc79343b43e7be08eeda4c6a95f3cab1fe12a0435c792b
CHEMBL287_Ki,morgan,xgboost,23,label_permuted,20283925.0,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--seed23.json,599ebdc4a5232b4975a34d407caaae0b36a54924539523b1c9ee3dd29a976377
CHEMBL287_Ki,morgan,xgboost,42,trained,,450,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL287_Ki--morgan--seed42.json,0d6e44754bf914c23bfa664093da3eaf7a3f1b1f644701a80979cc886982b8f3
CHEMBL287_Ki,morgan,xgboost,42,label_permuted,20283944.0,16,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL287_Ki--morgan--seed42.json,1be640ab278a1412cdf7fe316afef41c40fe5c3bfc09a856078e4c3e1c1400f9
CHEMBL287_Ki,morgan,mlp,11,trained,,36,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL287_Ki--morgan--seed11.pt,beaef805eda1bad2cbe3e6579c176b44ae3cfdd45f9594644d705aa0143c7c40
CHEMBL287_Ki,morgan,mlp,11,label_permuted,20283913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL287_Ki--morgan--seed11.pt,373c1335d97ea73f3cebdf14cfe929a48bc96212adaafd96380ec8ba3e91fc6a
CHEMBL287_Ki,morgan,mlp,23,trained,,50,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL287_Ki--morgan--seed23.pt,3da3e0bf0c0fcd1bc9e28e70edb0846c5b5010e792c118e17e379bd5c812767e
CHEMBL287_Ki,morgan,mlp,23,label_permuted,20283925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL287_Ki--morgan--seed23.pt,261d084a5248a5c6c08b7971adab5cfaeee9e3658f6de97b73300a7dad99b463
CHEMBL287_Ki,morgan,mlp,42,trained,,22,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL287_Ki--morgan--seed42.pt,b9df80fa176591268eb136e705b37a1d0c3d30704b1c0efd35ab6e19158e5bdd
CHEMBL287_Ki,morgan,mlp,42,label_permuted,20283944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL287_Ki--morgan--seed42.pt,7471490066b0e19cf3dbedb0fea56259ad34cf0b5642062def6fc6a2b8fcc098
CHEMBL2971_Ki,morgan,xgboost,11,trained,,29,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL2971_Ki--morgan--seed11.json,e381c78b1697360982fd0f0f2f310577e90854c5452dafef8972849cec5597c5
CHEMBL2971_Ki,morgan,xgboost,11,label_permuted,20284913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--seed11.json,b0165ca6a6e22d26cf993aa11977042c8e6b751c16e18242b9c52ddcc746b4af
CHEMBL2971_Ki,morgan,xgboost,23,trained,,34,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL2971_Ki--morgan--seed23.json,d1cd4144259597b69ab66993cdc2383df01cf574c65c3b00a8ceb23e9c185ab5
CHEMBL2971_Ki,morgan,xgboost,23,label_permuted,20284925.0,24,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--seed23.json,285b81bf7955bfa3fa474c4f056297438e4db9d5f3853c0d5ea63e749601b429
CHEMBL2971_Ki,morgan,xgboost,42,trained,,33,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL2971_Ki--morgan--seed42.json,3af25d082cdfd484931608708505dce47f73bd0b30d36650979a8050f41e0127
CHEMBL2971_Ki,morgan,xgboost,42,label_permuted,20284944.0,77,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2971_Ki--morgan--seed42.json,b6c977ba57b2af19fcb1fedd969e9228c8d56824ee614628425ff6950c48676e
CHEMBL2971_Ki,morgan,mlp,11,trained,,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL2971_Ki--morgan--seed11.pt,7001a7c1bdf75f347f9b3ca5ff3d8dfce48c73c8152d7707f3615df4757b0d78
CHEMBL2971_Ki,morgan,mlp,11,label_permuted,20284913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--seed11.pt,e8d707104f8016485434834102b4a8fccc0ad32e535025269c181bce6f2e3e3a
CHEMBL2971_Ki,morgan,mlp,23,trained,,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL2971_Ki--morgan--seed23.pt,b914d9144129e7ec7857333b90fe8392e404076b1794d00a9739619b67059f79
CHEMBL2971_Ki,morgan,mlp,23,label_permuted,20284925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--seed23.pt,b169945f469d2b945605bf983c4d480a3981a7bc9ac7c60c4244298d00216463
CHEMBL2971_Ki,morgan,mlp,42,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL2971_Ki--morgan--seed42.pt,9250e7e2de958ee3f78e52ef4b12ed2400379ec7b5ac67fc0645edd67e140cf9
CHEMBL2971_Ki,morgan,mlp,42,label_permuted,20284944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2971_Ki--morgan--seed42.pt,44896111e9571198262cd3c84fe6d4c2e52947825c4e0322db23c1c2f076ddcf
CHEMBL3979_EC50,morgan,xgboost,11,trained,,253,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL3979_EC50--morgan--seed11.json,4fdaf31892c174ce7ccb469989d40cc3bb7d4f896c5a4b16ee09188b5b131264
CHEMBL3979_EC50,morgan,xgboost,11,label_permuted,20285913.0,9,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--seed11.json,cd6845e4932030ee736be5f87988535b44279761db6f52ba3ad1dfce5430b930
CHEMBL3979_EC50,morgan,xgboost,23,trained,,179,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL3979_EC50--morgan--seed23.json,cf608e41fbeccfcb079b74747f9925d7dd93016f0628fd41a4023dae64662e8c
CHEMBL3979_EC50,morgan,xgboost,23,label_permuted,20285925.0,30,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--seed23.json,e395ecdb20dc76b061715945ffee9e725f5d5889e882e8852e48237dd553660f
CHEMBL3979_EC50,morgan,xgboost,42,trained,,279,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL3979_EC50--morgan--seed42.json,230ff088bb90bdeda26118ea84eba8449ad87886f45c6bf9087df77801c155ab
CHEMBL3979_EC50,morgan,xgboost,42,label_permuted,20285944.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL3979_EC50--morgan--seed42.json,c52fb380bd89225a52b9750972fa8ad83a48988b71e15b6366c8ee8284ad3f36
CHEMBL3979_EC50,morgan,mlp,11,trained,,50,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL3979_EC50--morgan--seed11.pt,de6e10ed51cb1b3e4cf851cfb00c90147019b8715ef5829d08afe71157726d15
CHEMBL3979_EC50,morgan,mlp,11,label_permuted,20285913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--seed11.pt,f070427894810f01229098947d9873b40087f51ddbc5de6a5f7237035a4b6f06
CHEMBL3979_EC50,morgan,mlp,23,trained,,44,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL3979_EC50--morgan--seed23.pt,ba7d13e9f8a714942a88c9d5dbbb1f9689bc98d87a528cc4b827592618adea01
CHEMBL3979_EC50,morgan,mlp,23,label_permuted,20285925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--seed23.pt,d7de73f14d391a972af71bcdcc7145251987b1f71c2ee16ef696fa2b384baa5e
CHEMBL3979_EC50,morgan,mlp,42,trained,,51,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL3979_EC50--morgan--seed42.pt,4b219afc608a491153373da7d6e92c71d9571762fc8d7b947f3b1a78becb70f8
CHEMBL3979_EC50,morgan,mlp,42,label_permuted,20285944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL3979_EC50--morgan--seed42.pt,54788318682f1d0415c016d96f40df740249c531f4fe13ccf3e7f7da6af8cdd3
CHEMBL4005_Ki,morgan,xgboost,11,trained,,208,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4005_Ki--morgan--seed11.json,917fa2d5656509c19ac9133c297ebf340db59a4c5f4fe11fda66b1cea0188aab
CHEMBL4005_Ki,morgan,xgboost,11,label_permuted,20286913.0,221,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4005_Ki--morgan--seed11.json,9c05b888482b918e92684361b294eda4aacafbcf21ac2c5e7a761a68ce5100ee
CHEMBL4005_Ki,morgan,xgboost,23,trained,,242,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4005_Ki--morgan--seed23.json,ea883db2661ce1c0e33a2a13a5c83403024a5eb9e9f59247069b8ad71e34599a
CHEMBL4005_Ki,morgan,xgboost,23,label_permuted,20286925.0,130,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4005_Ki--morgan--seed23.json,3ce1f4df05c6a370e1604a3351fa691289c819876af6b58a1a26c78eccb7a710
CHEMBL4005_Ki,morgan,xgboost,42,trained,,967,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4005_Ki--morgan--seed42.json,3b8e8653d7407bc82b6f097308d2898b1742a5adebb6eaf3270605441b460c63
CHEMBL4005_Ki,morgan,xgboost,42,label_permuted,20286944.0,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4005_Ki--morgan--seed42.json,0eae104bde497e036e5df2efc2a92861e79908814e4b773f01237534c4d9c43f
CHEMBL4005_Ki,morgan,mlp,11,trained,,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4005_Ki--morgan--seed11.pt,568cd62a2200af95d86ad164497bd6aef75f64044896ebc4af4fe51525810ea0
CHEMBL4005_Ki,morgan,mlp,11,label_permuted,20286913.0,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4005_Ki--morgan--seed11.pt,323f44fc4ea195b317b5515d508dba8a8c86dff5cbabc5e396402e864fc8ffc8
CHEMBL4005_Ki,morgan,mlp,23,trained,,24,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4005_Ki--morgan--seed23.pt,6a2d61de7bb3cc8c92b2c248c90b6b21a6f1f927f0e9cebdc429bb2a97215bf6
CHEMBL4005_Ki,morgan,mlp,23,label_permuted,20286925.0,23,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4005_Ki--morgan--seed23.pt,78106b5c22d89837dd1e1202c50efd707a54be1d08662f73c1ab5d071c636a05
CHEMBL4005_Ki,morgan,mlp,42,trained,,16,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4005_Ki--morgan--seed42.pt,42b13bde2a3e8f2cbd2fe2a436f1b53883638e8db9786b68ba34972740b2efa1
CHEMBL4005_Ki,morgan,mlp,42,label_permuted,20286944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4005_Ki--morgan--seed42.pt,4f9bfeef484d56cb9a8aa4c8acc1bc0fdc9eab3d6553ccb8d75162236579ff62
CHEMBL4203_Ki,morgan,xgboost,11,trained,,194,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4203_Ki--morgan--seed11.json,6b8c6a8dc977977e81240d7c7b1ec69ef66515910c1f8b4737954dbb2fe46fb7
CHEMBL4203_Ki,morgan,xgboost,11,label_permuted,20287913.0,459,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4203_Ki--morgan--seed11.json,bf03333689269ab39c915a4e9c993ab55c6d3d44b9d48251668b0b7c1b6e02ad
CHEMBL4203_Ki,morgan,xgboost,23,trained,,232,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4203_Ki--morgan--seed23.json,33f7fa7fc67fae9a9acae4951e5c3ff085727adb27299a6ee2b64d9dc463f992
CHEMBL4203_Ki,morgan,xgboost,23,label_permuted,20287925.0,38,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4203_Ki--morgan--seed23.json,48dbaffa0447f64f8a1cc8995fcfd208486cf0056639f04ce99b1dfdd832aa2f
CHEMBL4203_Ki,morgan,xgboost,42,trained,,197,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4203_Ki--morgan--seed42.json,562dc386027410a3400053d3cff336719f52d166b98a374284639ae95a6caafe
CHEMBL4203_Ki,morgan,xgboost,42,label_permuted,20287944.0,62,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4203_Ki--morgan--seed42.json,88ecdee5e0868f5c01e4a17cf80bab2d4a5cfb97dcfd1ce197fd56315ef9e293
CHEMBL4203_Ki,morgan,mlp,11,trained,,24,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4203_Ki--morgan--seed11.pt,bbc94eabebe8b3347d6e1de309855d6e0049dac64f478641076ccc689db2c482
CHEMBL4203_Ki,morgan,mlp,11,label_permuted,20287913.0,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4203_Ki--morgan--seed11.pt,30eb987c00e43e9e165ac7d1b69c1a3b1a9d9aeae9daf4aadef405a49191982b
CHEMBL4203_Ki,morgan,mlp,23,trained,,18,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4203_Ki--morgan--seed23.pt,9d7c03a799d5f3396c91ca9453b92fac7bbe16e0155a7a59b5f6f9d6be509602
CHEMBL4203_Ki,morgan,mlp,23,label_permuted,20287925.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4203_Ki--morgan--seed23.pt,755742e3e03e2dda5efb0db3fcacd5eae56faa7fc12febbba1612a69b5417059
CHEMBL4203_Ki,morgan,mlp,42,trained,,13,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4203_Ki--morgan--seed42.pt,3de0cfa0fd80374fd3b55109f702418ca6f4e5323341433d09a67d1d5ba5e001
CHEMBL4203_Ki,morgan,mlp,42,label_permuted,20287944.0,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4203_Ki--morgan--seed42.pt,8ade3df69447eaf9fec50c97e9221989cb37f83e5c09c19b1a8f27144d567db9
CHEMBL4616_EC50,morgan,xgboost,11,trained,,113,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4616_EC50--morgan--seed11.json,3eeb2baf149069dc6cccdf025c72a31d979468acf9a9cb72639ff81dc6c1953d
CHEMBL4616_EC50,morgan,xgboost,11,label_permuted,20288913.0,10,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4616_EC50--morgan--seed11.json,ab9e8f3d2d12f437c2dc484b0944703411921fe060d59dd0cf92d26ed9f3f247
CHEMBL4616_EC50,morgan,xgboost,23,trained,,176,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4616_EC50--morgan--seed23.json,ad4747dd4d9a0f6f90055a2a9c371c232404f2a536461d2d9018f33a3e143731
CHEMBL4616_EC50,morgan,xgboost,23,label_permuted,20288925.0,10,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4616_EC50--morgan--seed23.json,7fc86e0c274e6264c3347b8efe0e2252e57e21ea77d5284195d9fdbd6a470c87
CHEMBL4616_EC50,morgan,xgboost,42,trained,,117,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4616_EC50--morgan--seed42.json,1371b94e76976f7bbc08334f8edfef15a2db215a94f5dc682d3a4d003b1ceb14
CHEMBL4616_EC50,morgan,xgboost,42,label_permuted,20288944.0,39,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4616_EC50--morgan--seed42.json,012cfb5feaf1322ea0210f610c65abbe1e930e04c62d50b0537c542ea898cea2
CHEMBL4616_EC50,morgan,mlp,11,trained,,14,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4616_EC50--morgan--seed11.pt,c0af1a27008c7a91398645c8fe3b450c5c5bcffa8e561a019df1159b67f17a8a
CHEMBL4616_EC50,morgan,mlp,11,label_permuted,20288913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4616_EC50--morgan--seed11.pt,23584c105af0daf9375c67dc12fa8c20c09a7f4663fd5f15d5b219e6b742d6f2
CHEMBL4616_EC50,morgan,mlp,23,trained,,13,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4616_EC50--morgan--seed23.pt,ab26b8a2a8157abe82ae63a8957456e9476e54b2d048ae84d78970531aa43772
CHEMBL4616_EC50,morgan,mlp,23,label_permuted,20288925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4616_EC50--morgan--seed23.pt,775884ee1082bdf92f6dd00a3ca07179f284bcc6bad481d9587d251f9f2dba02
CHEMBL4616_EC50,morgan,mlp,42,trained,,12,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4616_EC50--morgan--seed42.pt,9849f275922e36932b5fb7ea5f2d326dd3ec2f66e083dd219fd72403043f45b6
CHEMBL4616_EC50,morgan,mlp,42,label_permuted,20288944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4616_EC50--morgan--seed42.pt,d704d2060ed287be6bac6c196c396288f457f8f9761d21a582c48dd80b5d9cca
CHEMBL4792_Ki,morgan,xgboost,11,trained,,451,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4792_Ki--morgan--seed11.json,009cbf34c380940256c45f719aea447fd550edb0349390dc10c9b867d279c2ed
CHEMBL4792_Ki,morgan,xgboost,11,label_permuted,20289913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4792_Ki--morgan--seed11.json,67a88f65807cbaf2495102ed4dbf1e719bdce321042a1a347b7894b9e81bbfb1
CHEMBL4792_Ki,morgan,xgboost,23,trained,,599,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4792_Ki--morgan--seed23.json,35d29194a8925944b1b126e1e2ebcce6fb776821872fe8eac9513ee64f3f38c7
CHEMBL4792_Ki,morgan,xgboost,23,label_permuted,20289925.0,32,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4792_Ki--morgan--seed23.json,4bbbe6855af087fb4526303c6286acd783761577bf675a99674ee0f6117b9c35
CHEMBL4792_Ki,morgan,xgboost,42,trained,,424,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL4792_Ki--morgan--seed42.json,875e9f757b8d6da95466a163c9af80209433033c427a9d68d68693a7d14c7606
CHEMBL4792_Ki,morgan,xgboost,42,label_permuted,20289944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL4792_Ki--morgan--seed42.json,dcb30e4470e3ebcf63c34aae5dcabcaaeea9a9ebcda6fa54d7328233781512fb
CHEMBL4792_Ki,morgan,mlp,11,trained,,23,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4792_Ki--morgan--seed11.pt,c1a75b25255aa81cd5a81e32a0ef0d4ab50bfcc5f08d7171203ef53d0c7f4145
CHEMBL4792_Ki,morgan,mlp,11,label_permuted,20289913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4792_Ki--morgan--seed11.pt,272aafc9ec90976513c5b700a07badac8a6d7fc66072cbf611725d2f6803a862
CHEMBL4792_Ki,morgan,mlp,23,trained,,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4792_Ki--morgan--seed23.pt,18053a64650fa26ec8f6fbe9a58d2c4fa1f5f06ed8c440843f2d6b39c2845cfe
CHEMBL4792_Ki,morgan,mlp,23,label_permuted,20289925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4792_Ki--morgan--seed23.pt,44207ad66237cd48c38949b84aba797b9b57d1f38264d553c7104a6e9f8c31a5
CHEMBL4792_Ki,morgan,mlp,42,trained,,11,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL4792_Ki--morgan--seed42.pt,ee39ffb98105554678c4e16691eda7c29d465cc17efe15da5b0479c09965ede4
CHEMBL4792_Ki,morgan,mlp,42,label_permuted,20289944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL4792_Ki--morgan--seed42.pt,4316b56c7ce895794d3688f70360b431e52fc0100a7b3690f64ef5a941b61c57
CHEMBL1862_Ki,molformer,xgboost,11,trained,,153,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL1862_Ki--molformer--seed11.json,600922dd0bc0d9760ddb6ef0b59e25b6a58e0018b5f2b8569c87f4cfda3f1137
CHEMBL1862_Ki,molformer,xgboost,11,label_permuted,20260913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--molformer--seed11.json,3b0b7a637b4a951087de027f252b375287677fd4950ab8f9cdbf5d546941bb48
CHEMBL1862_Ki,molformer,xgboost,23,trained,,130,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL1862_Ki--molformer--seed23.json,dc59b5a8767ccbb3a27a9b394083d88fb9ee8b5a7c211295b9e5e1e559dd9d98
CHEMBL1862_Ki,molformer,xgboost,23,label_permuted,20260925.0,5,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--molformer--seed23.json,aaa26c2adfede12a0af3c988f087d88a4947a1a11112e22b7991ea9ae0efd348
CHEMBL1862_Ki,molformer,xgboost,42,trained,,73,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL1862_Ki--molformer--seed42.json,1a5c688b513c5a2c4b417a5a6fbde93ded93d464257a902e1dcc5036404c5cea
CHEMBL1862_Ki,molformer,xgboost,42,label_permuted,20260944.0,9,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--molformer--seed42.json,71846973a0e64f50ba29b7b501e0a4e1c836e720bbbdf018889e07d7b9da464a
CHEMBL1862_Ki,molformer,mlp,11,trained,,14,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL1862_Ki--molformer--seed11.pt,c84a96e4af6c51c0d6351ccda99823e663da55fcaee7f0cc60d6f70627e01858
